,id,identifier,formula,temperature,efermi,e_per_atom,ele_cell,med_mass,var_mass,med_raio,var_raio,med_ele,var_ele,med_val,var_val,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,p1,p2,p3,p4,p5,p6,p7,e_l1,e_l2,e_l3,e_l4,e_l5,e_l6,e_l7,tetragonal,trigonal,orthorhombic,cubic,monoclinic,triclinic,hexagonal,⟨S²σ⟩,κₑᵉ
567,5e5dbf8daa1573695a05ba38,mp-760084,Cu8O7,300,4.41492135,-0.8445559460833342,15,39.7727,565.1697928899999,0.9750000000000001,0.14062500000000006,2.67,0.5929,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,4,14,18,1,0,0,0,0,0,0,0,1,0,0,26.3003,105326000.0
570,5e5dbf8eaa1573695a05ba3b,mp-772825,Ta2BeO6,300,1.45961461,-3.2082276580555567,36,68.653154,6313.189612937459,1.0333333333333332,0.12055555555555554,2.17,0.8072666666666666,0.6666666666666666,0.888888888888889,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,6,16,18,32,11,2,0,0,0,1,0,0,0,0,4.2734,249.604
572,5e5dbf8eaa1573695a05ba3d,mp-652366,MoPb5O8,300,5.16486598,-1.709726520803572,112,106.37979999999999,6147.439618746666,1.2833333333333332,0.2538888888888889,2.643333333333333,0.3221555555555555,0.6666666666666666,0.888888888888889,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,6,22,36,45,19,4,0,0,0,0,0,1,0,0,8.64814,594.853
573,5e5dbf8eaa1573695a05ba3e,mp-570858,AgCl,300,1.83348865,-0.6902938449633331,4,71.6606,1310.99029776,1.3,0.09000000000000002,2.545,0.37822500000000014,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,4,16,25,18,1,0,0,0,0,1,0,0,0,0,11.0588,1901.69
574,5e5dbf8eaa1573695a05ba3f,mp-757074,BaCa2I6,300,0.50116173,-1.667925701111111,9,101.43649,1900.5370028068667,1.7833333333333332,0.09388888888888891,1.5166666666666668,0.6556222222222223,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,6,24,44,38,15,2,0,0,1,0,0,0,0,0,11.9035,677.456
575,5e5dbf8faa1573695a05ba40,mp-652663,K2PtS15,300,1.57365306,-0.8217464406631945,36,88.7491,5661.800030486666,1.5166666666666668,0.25388888888888894,1.8933333333333333,0.5910222222222221,0.6666666666666666,0.888888888888889,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,6,24,32,33,17,1,0,0,0,0,0,1,0,0,1.72657,73.4158
578,5e5dbf8faa1573695a05ba43,mp-561664,TeF4,300,-0.4529719,-2.4875418449519997,20,73.2992016,2948.576706877442,0.95,0.20249999999999996,3.04,0.8835999999999999,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,4,15,18,18,6,0,0,0,0,1,0,0,0,0,7.06682,381.623
582,5e5dbf8faa1573695a05ba47,mp-777529,Li2VF6,300,-1.02881716,-3.1327103922748147,27,25.62696773333333,344.6429339279489,1.0999999999999999,0.18166666666666664,2.1966666666666668,1.6605555555555558,0.6666666666666666,0.888888888888889,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,6,16,11,2,0,0,0,0,1,0,0,0,0,0,0.49528,8.73292
583,5e5dbf90aa1573695a05ba48,mp-766325,BaCaI4,300,0.3140759,-1.6707970925000002,6,101.43649,1900.5370028068667,1.7833333333333332,0.09388888888888891,1.5166666666666668,0.6556222222222223,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,6,24,44,38,15,2,0,0,0,0,0,1,0,0,9.41591,948.523
584,5e5dbf90aa1573695a05ba49,mp-581217,Cs2Nb4O11,300,0.25132617,-2.9778926901419878,136,80.60374396666667,2353.514921825252,1.55,0.6716666666666667,1.9433333333333334,1.2293555555555555,0.6666666666666666,0.888888888888889,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,6,22,36,30,9,1,0,0,0,1,0,0,0,0,3.5285,210.745
585,5e5dbf90aa1573695a05ba4a,mp-758281,RbB2P2HO9,300,0.29112692,-2.6466155190222596,60,28.851980399999995,895.1618737332647,1.01,0.5134000000000001,2.138,0.6896960000000001,1.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,9,25,23,8,1,0,0,0,0,0,0,1,0,0,8.73771,993.082
587,5e5dbf90aa1573695a05ba4c,mp-757102,Sr2RhO4,300,3.11037387,-2.3873887160714284,28,68.84163333333333,1435.091896868889,1.3166666666666667,0.32722222222222225,2.223333333333333,1.0349555555555554,0.6666666666666666,0.888888888888889,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,22,36,24,3,0,0,1,0,0,0,0,0,0,0.170906,167939000.0
590,5e5dbf90aa1573695a05ba4f,mp-15965,Hf5Si3,300,6.42864743,-0.7461694262499989,16,103.28775,5655.378405062501,1.3250000000000002,0.05062499999999999,1.6,0.08999999999999997,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,4,16,22,32,10,2,0,0,0,0,0,0,0,1,5.04611,376552000.0
591,5e5dbf90aa1573695a05ba50,mp-637263,Zr5AlNi4,300,5.67165536,-0.4566907444999998,20,58.96631286666666,687.8862151714778,1.3833333333333335,0.015555555555555559,1.616666666666667,0.056088888888888855,0.6666666666666666,0.888888888888889,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,6,24,37,12,2,0,0,1,0,0,0,0,0,0,6.39887,262023000.0
593,5e5dbf91aa1573695a05ba52,mp-9391,TaNi2Te3,300,5.90480431,-0.3611894183333331,12,122.41375999999998,2504.4748560138664,1.3999999999999997,0.0016666666666666624,1.8366666666666667,0.06268888888888889,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,6,24,52,52,17,2,0,0,0,0,0,1,0,0,8.91581,150248000.0
594,5e5dbf91aa1573695a05ba53,mp-651122,Mn3Bi(CO)15,300,1.91282839,-0.7679156839817651,136,72.98213625,6446.416310244443,1.075,0.186875,2.3899999999999997,0.4926499999999999,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,8,26,31,34,18,5,0,0,0,0,0,1,0,0,0.529849,3.7731
595,5e5dbf91aa1573695a05ba54,mp-19,Te,300,5.560943,0.0,3,127.6,0.0,1.4,0.0,2.1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,8,18,18,6,0,0,0,1,0,0,0,0,0,17.9815,4103.87
597,5e5dbf91aa1573695a05ba56,mp-559911,V4S9Br4,300,2.24297377,-1.0962072118566193,34,54.30349999999999,387.0798421666666,1.1666666666666667,0.020555555555555566,2.39,0.3128666666666667,0.6666666666666666,0.888888888888889,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,6,24,35,9,0,0,0,1,0,0,0,0,0,0,1.03223,48.9046
599,5e5dbf91aa1573695a05ba58,mp-18132,K4SnSe4,300,0.1502926,-1.0312581254305553,36,78.92276666666667,1056.337822642222,1.5999999999999999,0.1950000000000001,1.7766666666666666,0.5156222222222221,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,6,24,44,25,4,0,0,0,0,1,0,0,0,0,9.62943,1336.85
603,5e5dbf92aa1573695a05ba5c,mp-30945,Ga2PdBr8,300,-2.05351721,-0.715419461818182,11,85.349,239.26898066666672,1.2833333333333332,0.01055555555555556,2.3233333333333337,0.2280222222222222,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,6,24,54,28,0,0,0,0,0,0,0,1,0,0,0.591392,3.01945
605,5e5dbf92aa1573695a05ba5e,mp-755435,Tl2Au,300,5.14635621,-0.01264832999999991,6,200.6749345,13.751974681590244,1.625,0.07562499999999996,2.08,0.21159999999999995,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,16,36,64,36,4,0,1,0,0,0,0,0,0,15.8881,1126850000.0
606,5e5dbf92aa1573695a05ba5f,mp-680482,AgMo6Br13,300,1.15138884,-0.6478571690833327,40,94.57073333333334,131.27019254222228,1.3999999999999997,0.035000000000000024,2.35,0.19486666666666666,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,6,24,54,38,2,0,0,0,0,0,0,0,1,0,5.43458,275.597
608,5e5dbf93aa1573695a05ba61,mp-34460,Ag3AuS2,300,0.61639952,-0.2885608213541673,6,112.29992299999999,4541.907994151325,1.3166666666666667,0.06055555555555558,2.35,0.0884666666666667,0.6666666666666666,0.888888888888889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,6,24,42,50,19,1,0,0,1,0,0,0,0,0,9.2762,1007.11
610,5e5dbf93aa1573695a05ba63,mp-756718,Li4Bi2O5,300,1.93384741,-1.8988858621590907,22,77.30693333333333,8682.626680435556,1.2166666666666668,0.19388888888888892,2.1466666666666665,1.016622222222222,0.6666666666666666,0.888888888888889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,6,15,18,32,18,5,0,0,0,0,0,0,1,0,7.55285,477.685
612,5e5dbf93aa1573695a05ba65,mp-769494,Na5Fe2P2(CO7)2,300,2.16385567,-2.301440358071429,50,27.563726256000002,241.60202765035137,1.1,0.2,2.1879999999999997,0.6818559999999999,0.8,0.9600000000000002,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,10,34,20,2,0,0,0,0,0,0,0,1,0,0,0.544076,15.6716
613,5e5dbf93aa1573695a05ba66,mp-623058,Ti2Ag2P2S11,300,3.41049872,-0.9939836304788171,68,54.693490499999996,987.2062013445709,1.25,0.0675,2.06,0.14365000000000003,1.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,8,32,39,20,1,0,0,0,0,1,0,0,0,0,7.20701,347.36
614,5e5dbf93aa1573695a05ba67,mp-27893,B5H9N,300,-0.23786587,-0.31647492346955536,120,8.608546666666667,30.58669393235556,0.5833333333333334,0.06222222222222223,2.4266666666666667,0.19235555555555553,1.0,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,5,8,0,0,0,0,0,0,0,1,0,0,0,0,5.10852,391.078
619,5e5dbf94aa1573695a05ba6c,mp-605809,Ba11In6O3,300,3.63439681,-1.1220024785625007,40,89.38146666666665,2776.906367635556,1.4333333333333333,0.4072222222222222,2.0366666666666666,1.1166888888888886,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,6,22,36,36,11,2,0,1,0,0,0,0,0,0,18.3058,50678800.0
621,5e5dbf94aa1573695a05ba6e,mp-554529,Ba2TiO4,300,5.19662201,-3.4150155408333336,84,67.06446666666666,2637.6691168355555,1.3833333333333335,0.40055555555555555,1.9566666666666668,1.1705555555555553,0.6666666666666666,0.888888888888889,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,6,22,28,20,8,2,0,0,0,1,0,0,0,0,5.54506,382.283
622,5e5dbf94aa1573695a05ba6f,mp-752675,BaYF5,300,-1.34768484,-4.362927215135715,14,81.74375106666666,2359.257300674922,1.4833333333333334,0.5038888888888888,2.03,1.9193999999999998,0.6666666666666666,0.888888888888889,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,6,23,36,27,10,2,0,0,0,0,0,1,0,0,6.68325,565.509
626,5e5dbf95aa1573695a05ba73,mp-756560,Li2Ti3O7,300,1.6810207,-3.2113361563541676,24,23.60246666666667,308.0595573688889,1.15,0.15166666666666664,1.9866666666666666,1.1083555555555555,0.6666666666666666,0.888888888888889,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,6,15,10,2,0,0,0,0,0,0,0,1,0,0,6.64582,276.221
630,5e5dbf95aa1573695a05ba77,mp-569515,Hg3C2(N2Cl)2,300,-0.06644731,-0.06757325827636346,44,65.5151,6166.198639085001,0.9625,0.11421875000000001,2.6875,0.20976875000000006,0.5,0.75,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,8,25,25,32,18,2,0,0,0,1,0,0,0,0,7.80932,818.415
631,5e5dbf95aa1573695a05ba78,mp-850362,Li4MnFe3(BO3)4,300,1.61201998,-2.439264822192778,24,28.906889,475.96953149808405,1.14,0.12139999999999998,1.968,0.668376,0.8,0.9600000000000002,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,10,26,27,4,0,0,0,0,0,0,0,0,1,0,6.43895,1061.71
632,5e5dbf95aa1573695a05ba79,mp-769500,NaMnPCO7,300,-0.54138941,-2.1857356552366243,44,27.382335255999998,231.4737013784796,1.1,0.2,2.132,0.7344959999999998,0.8,0.9600000000000002,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,10,34,19,2,0,0,0,0,0,0,0,0,1,0,10.997,563.227
635,5e5dbf96aa1573695a05ba7c,mp-772605,NaSnAsCO7,300,0.17213821,-1.909085719045455,22,48.926293855999994,1733.033260107863,1.1400000000000001,0.20340000000000003,2.2119999999999997,0.6660559999999999,1.2,0.9600000000000002,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,10,34,37,23,4,0,0,0,0,0,0,1,0,0,7.98953,700.84
636,5e5dbf96aa1573695a05ba7d,mp-559393,K2CS2(O3F)2,300,-1.06652043,-2.0684777157888465,52,23.63436064,105.02066251637284,1.0,0.38800000000000007,2.6740000000000004,1.1507840000000003,0.4,0.6400000000000002,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,10,33,14,1,0,0,0,0,0,0,0,1,0,0,7.17731,546.023
638,5e5dbf96aa1573695a05ba7f,mp-3395,SrSeO3,300,1.59515279,-2.3349847319687504,10,60.8598,1018.7270107466667,1.25,0.3316666666666667,2.3133333333333335,1.0613555555555554,0.6666666666666666,0.888888888888889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,6,22,36,14,2,0,0,0,0,0,0,1,0,0,6.30075,400.401
640,5e5dbf97aa1573695a05ba81,mp-764034,Na(FeO2)2,300,1.92650717,-1.6437870763571436,14,31.611389759999998,301.77814307724435,1.2666666666666666,0.24888888888888894,2.0666666666666664,1.078022222222222,1.3333333333333333,0.888888888888889,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,6,22,15,2,0,0,0,0,0,1,0,0,0,0,9.37102,91391900.0
641,5e5dbf97aa1573695a05ba82,mp-22853,MoCl3,300,2.29087682,-1.2693190324449999,8,65.6965,914.6692922499999,1.225,0.05062499999999999,2.66,0.25,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,4,16,25,13,1,0,0,0,0,0,0,1,0,0,9.80388,5796.16
642,5e5dbf97aa1573695a05ba83,mp-7142,OsC,300,10.00831643,0.9099324031250013,2,101.12035,7940.5297231224995,1.0,0.09000000000000002,2.375,0.030624999999999937,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4,12,18,32,14,2,0,0,0,0,0,0,0,1,1.44585,2441350000.0
646,5e5dbf97aa1573695a05ba87,mp-10700,MgNi3C,300,7.10784146,-0.13510676375000016,5,31.669700000000002,390.3318162599999,1.1833333333333333,0.12055555555555558,1.9233333333333331,0.25635555555555545,0.6666666666666666,0.888888888888889,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,6,20,18,2,0,0,0,0,0,0,1,0,0,0,5.87805,529569000.0
647,5e5dbf97aa1573695a05ba88,mp-6951,RbCdF3,300,-1.84291119,-2.7171341787829655,5,72.29240106666667,1541.1144420128023,1.4666666666666668,0.5738888888888889,2.1633333333333336,1.776288888888889,0.6666666666666666,0.888888888888889,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,6,23,36,26,3,0,0,0,0,0,1,0,0,0,9.53154,1204.84
652,5e5dbf98aa1573695a05ba8d,mp-774886,Li4Nb3Cu3(TeO8)2,300,3.50342771,-2.1020331467857147,28,61.398556,2081.338889527743,1.25,0.10699999999999998,2.004,0.658784,0.8,0.9600000000000002,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,10,31,54,31,7,0,0,0,0,0,0,1,0,0,6.44686,12016600.0
653,5e5dbf98aa1573695a05ba8e,mp-558865,SeS4(NCl)3,300,1.20952521,-0.34416483993306846,88,40.121175,569.2784863418749,0.95,0.03374999999999999,2.8324999999999996,0.07346875000000004,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,8,29,31,6,0,0,0,0,0,0,0,1,0,0,0.527771,22.7932
654,5e5dbf98aa1573695a05ba8f,mp-14628,ZnSnO3,300,3.82016182,-1.9433845492500006,10,66.70613333333334,1759.0858361688886,1.1333333333333333,0.1438888888888889,2.35,0.6100666666666666,0.6666666666666666,0.888888888888889,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,6,22,36,20,4,0,0,0,1,0,0,0,0,0,11.2268,2177.73
655,5e5dbf98aa1573695a05ba90,mp-9983,Ta2Se3,300,5.56965355,-0.7337829531562491,10,129.95394,2600.3819167236,1.2999999999999998,0.022500000000000006,2.025,0.2756249999999999,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,4,16,36,38,11,2,0,0,0,0,0,1,0,0,16.7765,187063000.0
657,5e5dbf99aa1573695a05ba92,mp-770651,Li10Fe9CoO20,300,3.51794828,-2.0477048118749996,40,34.42964875,538.5852317686297,1.2,0.12125,2.0325,0.78826875,1.0,1.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,8,23,29,4,0,0,0,0,0,0,0,1,0,0,1.45717,55.79
658,5e5dbf99aa1573695a05ba93,mp-555952,Sb4RuC6(O3F11)2,300,-2.85388827,-2.136282686184102,78,53.96770064,2247.8511954312976,0.9099999999999999,0.1504,2.8440000000000003,0.555464,0.8,0.9600000000000002,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,10,33,36,33,6,0,0,0,0,0,0,1,0,0,3.3597,100.788
659,5e5dbf99aa1573695a05ba94,mp-568493,In3SnI5,300,3.0816159,-0.4786942169444445,36,120.14415666666666,25.37552884908892,1.4666666666666668,0.0038888888888888953,2.1333333333333333,0.14408888888888893,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,6,24,54,54,14,0,0,0,0,0,0,1,0,0,10.4676,818.852
662,5e5dbf99aa1573695a05ba97,mp-551283,Na2Cu2TeO6,300,6.04573521,-1.5004840937727273,11,57.533792319999996,1965.9538432560164,1.2875,0.18796875000000002,2.0925000000000002,0.8010687499999999,1.5,0.75,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,8,30,37,19,6,0,0,0,0,0,0,1,0,0,10.0717,1043070.0
665,5e5dbf9aaa1573695a05ba9a,mp-676566,LiNbAs2,300,4.38146322,-0.46703224499999924,24,58.256326666666666,1370.540094061422,1.3499999999999999,0.020000000000000004,1.5866666666666667,0.24008888888888893,0.6666666666666666,0.888888888888889,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,6,17,36,17,1,0,0,0,0,0,0,1,0,0,4.04012,182130000.0
668,5e5dbf9aaa1573695a05ba9d,mp-31284,NaSn5,300,5.62708499,-0.06372716074999947,12,70.84988464,2290.5906422725075,1.625,0.030625000000000017,1.445,0.26522499999999993,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,4,16,19,18,4,0,0,1,0,0,0,0,0,0,24.9514,840363000.0
670,5e5dbf9aaa1573695a05ba9f,mp-554646,TeS4(NCl)4,300,0.53582897,-0.40373566952384665,26,52.281175,1957.4355103418752,1.0125,0.07046874999999997,2.7199999999999998,0.17500000000000002,0.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,8,29,31,18,6,0,0,0,0,0,0,1,0,0,0.199405,3.84387
671,5e5dbf9aaa1573695a05baa0,mp-757660,Li2CuCO4,300,1.11784938,-1.8311905048437493,32,24.624275,515.272408686875,1.025,0.143125,2.2175000000000002,0.80931875,1.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,8,19,18,1,0,0,0,0,0,0,0,1,0,0,9.8663,970268.0
673,5e5dbf9baa1573695a05baa2,mp-571288,KTa(AgSe2)2,300,0.65853005,-0.6758662775885416,16,101.718595,2688.588058882075,1.6,0.14625000000000007,1.7,0.3974499999999999,0.5,0.75,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,8,32,62,57,12,2,0,0,0,1,0,0,0,0,6.92049,379.603
675,5e5dbf9baa1573695a05baa4,mp-631661,Y2FeB,300,4.79745321,0.6544813483333334,4,51.85395,1024.4318394716668,1.3499999999999999,0.1516666666666667,1.6966666666666665,0.1209555555555556,0.6666666666666666,0.888888888888889,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,6,19,32,11,2,0,0,0,0,0,1,0,0,0,65.7735,206919000.0
679,5e5dbf9baa1573695a05baa8,mp-28263,KH3O2,300,-1.3250065,-1.5538509948099997,24,18.70188,245.46428656346666,1.0166666666666668,0.7205555555555557,2.1533333333333338,1.1451555555555557,0.3333333333333333,0.22222222222222224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,5,14,8,1,0,0,0,0,0,0,0,1,0,0,9.22316,999.164
681,5e5dbf9caa1573695a05baaa,mp-694890,NaCaFe2(SiO3)4,300,4.11594834,-2.9311257597250004,20,32.599533856,196.9135346030361,1.3399999999999999,0.20640000000000006,1.8199999999999998,0.8190799999999999,1.2,0.9600000000000002,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,10,38,27,4,0,0,0,0,0,0,0,1,0,0,0.184704,2.76071
683,5e5dbf9caa1573695a05baac,mp-646824,Ca3Ag8,300,2.9734241,-0.23209007712121216,22,73.9731,1148.8778040099999,1.7000000000000002,0.009999999999999995,1.4649999999999999,0.21622499999999997,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,16,26,20,1,0,0,0,0,0,1,0,0,0,109.552,445270000.0
684,5e5dbf9caa1573695a05baad,mp-570388,H8C2NCl,300,-1.62402558,-0.5417736118416663,24,15.619585,155.62249228367503,0.65,0.07125000000000001,2.7375,0.14851875,0.75,0.6875,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,7,17,7,0,0,0,0,0,0,0,0,1,0,0,7.04744,551.803
687,5e5dbf9caa1573695a05bab0,mp-7812,GeO2,300,-1.40071602,-2.0978680775,12,44.3197,802.03939209,0.925,0.105625,2.7249999999999996,0.5112250000000002,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,4,14,18,4,0,0,0,1,0,0,0,0,0,0,9.4119,1099.75
691,5e5dbf9daa1573695a05bab4,mp-669382,Co,300,5.2048952,0.11963039869565166,46,58.933195,0.0,1.35,0.0,1.88,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,8,15,2,0,0,0,0,0,0,0,0,0,1,1.37633,101788000.0
693,5e5dbf9daa1573695a05bab6,mp-753831,Cu2OF2,300,2.82144122,-1.4019956325593328,30,32.8479344,472.6846191565534,0.8166666666666668,0.14388888888888893,3.106666666666667,0.7766222222222222,0.6666666666666666,0.888888888888889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,6,21,18,1,0,0,0,0,0,0,0,1,0,0,14.2204,39227100.0
694,5e5dbf9daa1573695a05bab7,mp-608080,Al3(PO4)4,300,-4.34161595,-2.664798946350932,92,24.651566866666666,40.08630369024017,0.9500000000000001,0.07166666666666667,2.4133333333333336,0.5830888888888889,1.3333333333333333,0.888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,6,22,8,0,0,0,0,0,1,0,0,0,0,0,0.732958,316223.0
695,5e5dbf9daa1573695a05bab8,mp-615789,Ba2(CuO2)3,300,2.68067758,-1.7978284838636371,44,72.2908,2491.6335171466662,1.3666666666666665,0.40055555555555555,2.0766666666666667,1.0993555555555554,0.6666666666666666,0.888888888888889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,6,22,36,19,8,2,0,0,0,0,0,1,0,0,3.60449,77800100.0
697,5e5dbf9daa1573695a05baba,mp-2572,SrMg2,300,2.51385923,-0.10078175416666646,12,55.962500000000006,1002.1973062500001,1.75,0.0625,1.13,0.03240000000000002,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,16,20,8,2,0,0,0,0,0,0,0,0,1,34.7138,607523000.0
698,5e5dbf9eaa1573695a05babb,mp-755549,Y2TeO6,300,2.93093,-2.959509061388889,18,77.50175,2140.8090684649997,1.2666666666666666,0.24888888888888894,2.2533333333333334,0.8331555555555555,0.6666666666666666,0.888888888888889,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,22,36,27,8,0,0,1,0,0,0,0,0,0,6.83958,394.69
700,5e5dbf9eaa1573695a05babd,mp-637295,ZnFeC5N6O,300,-3.70364075,0.626398021896667,84,32.654160000000005,532.3911678423999,0.9400000000000001,0.1274,2.502,0.46981599999999996,0.8,0.9600000000000002,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,10,31,32,4,0,0,0,0,1,0,0,0,0,0,0.000245907,4.0236e-06
